id,description,source,page,extraction_method
NIELIT_Campus_BOQ_p208_l5,"same with necessary stainless steel nuts and bolts complete ,I/cfixing",NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l6,therailing with necessary accessories &stainless steel dash fasteners,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l7,",stainless steels bolts etc,ofrequired size ,onthetop ofthefloor or",NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l8,the side ofwaist slab with suitable arrangment asper approval of,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l10,steel members shall beconsidered excluding fixing accesories such as,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l15,44 11.4 52mm thick cement concrete flooring with concrete hardener topping,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l16,under layer 40mmthick cement concrete 1:2:4 (1cement :2coarse sand:,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l17,4graded stone aggregate 20nominal size) and toplayer 12mmthick,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l18,cement hardener consisting ofmix1:2(1cement hardener mix: 2stone,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l19,aggregate 6mmnominal size) byvolume hardening compound ismixed @,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l20,2Ltrs per50kg.ofcement oraspermanufacturer specifications. This,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l21,"includes cost ofcement slurry, butexcluding thecost ofnosing ofsteps",NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l23,45 11.6 Cement plaster skirting (upto 30cmheight) with cement mortar 1:3(1,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l24,cement: 3 coarse sand) finished with a floating coat of neat cement.,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l26,46 11.13 Providing & fixing glass strips in joints of terrazo/cement concrete floors.,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p208_l27,a) 11.13.1 40 mm wide and 4 mm thick Mtr. 10.00 29.40 294.00FLOORING WORK,NIELIT_Campus_BOQ,208,text
NIELIT_Campus_BOQ_p209_l2,47 11.16 Precast terrazo tiles 22mmthick with graded marble chips ofsize upto 12,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l3,"mmlaidinfloors, andlandings, jointed with neat cement slurry mixed with",NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l4,pigment tomatch theshade ofthetiles including rubbing and polishing,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l5,complete with precast tiles on20mmthick bed ofcement mortar 1:4(1,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l6,cewment: 4 coarse sand),NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l7,a) 11.16.1 Light shade using white cement Sqm 60.00 769.35 46161.00,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l8,48 11.26 Kota stone slab flooring over 20mm(average) thick base laidover and,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l9,jointed with grey cement slurry mixed with pigment tomatch theshade of,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l10,theslab including rubbing and polishing complete with base ofcement,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l11,mortar 1:4 (1 cement: 4 coarse sand),NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l13,"49 11.27 Kota stone slab 25mmthick inrisers ofsteps, skirting dado and pillars",NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l14,laidon12mm(average) thick cement mortar 1:3(1cement :3coarse,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l15,sand) &jointed with grey cement slurry mixed with pigment tomatch the,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l16,shade of the slabs including rubbing and polishing complete.Sqm 40.00 954.10 38164.00,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l17,50 11.36 Providing &fixing Istquality ceramic glazed wall tiles conforming to,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l21,over 12mmthick bedofcement mortar 1:3(1cement :3coarse sand) and,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l22,jointing with grey cement slurry @3.3 Kgpersqm including pointing in,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l23,white cement mixed with pigment of matching shade complete.Sqm 50.00 724.25 36212.50,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l24,51 11.38 Providing &laying ceramics glazed floor tiles 300x300mm ormore,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l27,"Brown, laidon20mmthick cement mortar 1:4(1cement :4coarse sand)",NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p209_l28,including grouting thejoints with white cement andmatching pigments etc.,NIELIT_Campus_BOQ,209,text
NIELIT_Campus_BOQ_p210_l2,52 11.39 Providing &laying rectified glazed ceramics floor tiles 300x300mm ormore,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l5,"Brown, laidon20mmthick cement mortar 1:4(1cement :4coarse sand)",NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l6,including grouting thejoints with white cement andmatching pigments etc.,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l10,54 NS Providing andlaying pioneer tiles including allaccessories ofapproved,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l15,55 12.21 Providing gola 75x75mm incement concrete 1:2:4 (1cement: 2coarse,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l16,sand: 4stone aggregate 10mm anddown gauge) including finishing with,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l17,cement mortar 1:3 (1 cement: 3 fine sand) as per standard design:,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l19,56 12.22 Making khuras 45x45cm with average minmum thickness of5cm cement,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l20,concrete 1:2:4 (1cement :2coarse sand: 4graded stone aggregate of20,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l21,"mmnominal size) over PVC sheet 1mx1mx400micron, finished with",NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l22,12mm cement plaster 1:3(1cement: 3coarse sand) and acoat ofneat,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l23,cement rounding ofthe edges and making and finishing the outlet,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l26,S.C.I. rainwater pipes embedded inandincluding cement concrete blocks,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l27,10x10x10cmof1:2:4 mix(1cement:2 coarse sand :4graded stone,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l28,aggregate 20mmnominal size) andcost ofcutting holes andmaking good,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l29,the walls etc.,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p210_l30,a) 12.38.2 For 150 mm dia pipe Each 10.00 121.80 1218.00ROOFING WORK,NIELIT_Campus_BOQ,210,text
NIELIT_Campus_BOQ_p211_l2,58 12.39 Providing lead caulked joints to sand cast iron rain water pipes and fittings:,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l3,a) 12.39.2 For 150 mm dia pipe Each 10.00 287.10 2871.00,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l4,59 12.40 Providing andfixing onwallface unplasticised-Rigid PVC rainwater pipes,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l9,60 12.42 Providing and fixing on wall face unplasticised- PVC moulded,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l10,fittings/accessories for unplasticised-Rigid PVC rain water pipes,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l19,61 12.43 Providing andfixing unplasticised- PVC pipe clips ofapproved design to,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l20,unplasticised-PVC rainwater pipes bymeans of50x50x50mm hard wood,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l21,"plugs, screwed with MSscrews ofrequired length including cutting brick",NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l22,work andfixing incement mortar 1:4(1cement:4 coarse sand) andmaking,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l23,good the walls etc. complete.,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l25,62 12.44 Providing &fixing totheinlet mouth ofrain water pipe cast iron grating,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l29,63 13.4 12mm cement plaster of mix :,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p211_l30,a) 13.4.2 1:6 (1 cement : 6 coarse sand ) Sqm 600.00 112.50 67500.00FINISHING:,NIELIT_Campus_BOQ,211,text
NIELIT_Campus_BOQ_p212_l2,64 13.7 12mm cement plaster finished with a floating coat of neat cement of mix :,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l3,a) 13.7.1 1:4 (1 cement : 4 fine sand ) Sqm 30.00 107.80 3234.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l4,65 13.12 18mmcement plaster intwocoats under layer 12mm thick cement plaster,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l5,1:5(1cement :5coarse sand) andatoplayer 6mm thick cement plaster,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l6,1:3 (1 cement: 3 coarse sand) finished rough with sponge.Sqm 100.00 123.50 12350.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l7,66 13.5 15mm cement plaster on rough side of single or half brick wall of mix:,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l8,a) 13.5.2 1:6 (1 cement : 6 Coarse sand ) Sqm 550.00 130.20 71610.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l9,67 13.16 6 mm cement plaster to ceiling of mix :,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l10,a) 13.16.1 1:3 (1 cement : 3 fine sand ) Sqm. 250.00 101.00 25250.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l11,68 13.26 Providing and applying plaster ofparis putty of2mm thickness over,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l12,plastered surface to prepare the surface even and smooth complete.Sqm. 1400.00 83.80 117320.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l15,70 13.41 Distempering with oilbound washable distemper ofapproved brand and,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l17,a) 13.41.1 New work (two ormore coats) over andincluding priming coat withcement,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l19,"71 13.47 Finishing walls with Premium Acrylic Smooth exterior paint with ""Silicone",NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l22,base coat of water proofing cement paint applied @2.20kg/10sqm)Sqm 500.00 80.45 40225.00,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p212_l23,72 13.60 Wall painting with plastic emulsion paint ofapproved brand and,NIELIT_Campus_BOQ,212,text
NIELIT_Campus_BOQ_p213_l2,73 13.45 Finishing walls with textured exterior paint of required shade,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l4,including base coat ofwater proofing cement paint applied @2.20 Kg./10,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l9,a) 13.61 Painting with synthetic enamel paint ofapproved brand andmanufacture,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l12,75 13.76 Forming groove ofuniform size from 12x12mm and25x15mm inplastered,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l15,and finishing thegroove complete asperspecifications and direction of,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l18,"76 22.5 Providing andlaying water proofing treatment insunken portion ofWCs,",NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l19,bathrooms etc. byapplying cement slurry mixed with water proofing,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l20,cement comopund consisting ofapplying: a)First layer ofslurry ofcement,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l21,@0.488 kg./Sqm mixed with water proofing cement comound @0.253,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l23,ofslurry ofcement @0.242 kg./Sqm mixed with water proofing cement,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p213_l27,junctions of pipes and masonary with polymer mixed slurry.Sqm 15.00 215.15 3227.25WATER PROOFING:,NIELIT_Campus_BOQ,213,text
NIELIT_Campus_BOQ_p214_l2,77 22.7 Providing and laying integral cement based water proofing treatment,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l5,grouting aslurry coat ofneat cement using 2.75 kg./Sqm ofcement,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l6,admixed with water proofing compound conforming toIS:2645 and,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l7,approved byEngineer-In-Charge over theRCC slab including adjoining,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l8,walls upto 300mm height including cleaning thesurface before treatment.,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l9,b)Laying brick bats with mortar using broken bricks/brick bats 25mm to,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l10,115mm size with 50% ofcement mortar 1:5(1cement :5coarse sand),NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l11,admixed with water proofing cement compound conforming toIS:2645 and,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l12,approved byEngineer-In-Charge over 20mm thick layer ofcement mortar,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l13,ofmix 1:5(1cement: 5coarse sand) admixed with water proofing,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l15,Charge torequired slope &treating similarly theadjoining walls upto 300,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l16,mm height including rounding of junctions of walls and slabs.,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l17,c)After twodays ofproper curing applying asecond coat ofcement slurry,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l18,using 2.75 kg./sqm ofcement admixed with water proofing comopound,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l20,Finishing thesurface with20mm thick jointless cement mortar ofmix1:4(1,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l21,cement :4coarse sand) admixed with water proofing compound,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l23,laying glass fibre cloth ofapproved quality intoplayer ofplaster andfinally,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p214_l24,finishing thesurface with trowel with neat cement slurry and making,NIELIT_Campus_BOQ,214,text
NIELIT_Campus_BOQ_p215_l2,1 SANITARY FIXTURES 71322.15,NIELIT_Campus_BOQ,215,text
NIELIT_Campus_BOQ_p215_l3,"2 SOIL, WASTE VENT PIPE 64596.00",NIELIT_Campus_BOQ,215,text
NIELIT_Campus_BOQ_p215_l5,4 DRAINAGE(SEWERAGE) 70597.00,NIELIT_Campus_BOQ,215,text
NIELIT_Campus_BOQ_p216_l4,"100mm sand cast ironPorStrap, 10litres lowlevel white PVC flushing cistern",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l6,"fittings &fixtures conpletes,including cutting andmaking good thewalls andfloors",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l12,"viterous china flushing cistern &C.P. flush bend with fittings and C.I.brackets,",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l14,mosquito proof coupling ofapproved municipal design complete including painting,NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l15,"offittings and brackets, cutting &making good thewalls and floors wherever",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l19,"32mm CPbrass waste ofstandard pattern, including painting offittings and",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l20,"brackets cutting & making good the walls, wherever required",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l23,4 17.10 Providing andfixing stainless steel AISI:304(18/8) kitchen sink asperIS:13983,NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l24,with CIbrackets and stainless steel plug 40mm including painting offittings &,NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l25,"brackets, cutting and making good the walls wherever required.",NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l26,17.10.1 Kitchen sink with drain boardNAME OF THE PROJECT :CONSTN. OF TYPE -III QUARTERS,NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l27,NAME OF WORK: DETAILED COST ESTIMATE OF TYPE - I & III QUARTERS ( INTERNAL PLUMBING WORKS),NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p216_l28,SANITARY FIXTURE:,NIELIT_Campus_BOQ,216,text
NIELIT_Campus_BOQ_p217_l3,5 17.28 Providing &fixing PVC waste pipe forsink orwash basin including PVC waste,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l4,fittings complete,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l5,17.28.1 Semi rigid pipe,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l12,TOTAL FOR SCHEDULE TIEMS(SANITARY FIXTURE) 71322.15,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l14,"8 17.35 Providing and fixing soil, waste vent pipes",NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l16,17.35.1.2 Centrifugally cast (spun) iron socketed pipe as per IS:3989.S&S pipe Mtr 20.00 857.30 17146.00,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l18,17.35.2.2 Centrifugally cast (spun) iron socketed pipe as per IS:3989. Mtr 15.00 744.50 11168.00,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l19,9 17.37 Providing and fixing MSholder-bat clamps ofapproved design toSand Cast,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l20,iron/cast iron (spun) pipe embedded inand including cement concrete blocks,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l21,10x10x10 cmof1:2:4 mix(1cement: 2coarse sand :4graded stone aggregate,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l22,20mm nominal size) including cost of cutting holes and making good the walls etc.,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l23,17.37.1 For 100mm dia pipe Each 9 112.50 1031.00,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p217_l24,17.37.2 For 75mm dia pipe Each 7 110.15 780.00SOIL WASTE VENT PIPES AND FITTINGS:,NIELIT_Campus_BOQ,217,text
NIELIT_Campus_BOQ_p218_l2,10 17.38 Providing and fixing bend ofrequired degree with access door insertion rubber,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l5,17.38.1.2 Sand Cast iron S&S as per IS-3989 Each 1.00 353.25 353.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l7,17.38.2.2 Sand Cast iron S&S as per IS-3989 Each 1.00 281.15 281.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l10,17.39.1.2 Sand Cast iron S&S as per IS-3989 Each 1.00 296.35 296.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l12,17.39.2.2 Sand Cast iron S&S as per IS-3989 Each 1.00 221.95 222.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l15,17.56.1.2 Sand Cast iron S&S as per IS-3989 Each 1.00 244.10 244.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l17,17.56.2.2 Sand Cast iron S&S as per IS-3989 Each 1.00 221.95 222.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l20,17.57.1.2 Sand Cast iron S&S as per IS-3989 Each 14 238.25 3404.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l22,17.57.2.2 Sand Cast iron S&S as per IS-3989 Each 11 169.25 1813.00,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l23,14 17.58 Providing lead caulked joints tosand cast iron/centrifugally cast (spun) ironpipes,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p218_l24,& fittings of dia,NIELIT_Campus_BOQ,218,text
NIELIT_Campus_BOQ_p219_l6,good the walls and floors.,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l8,17.60.2.1 Sand Cast iron S&S as per IS-3989 Each 15.00 838.85 12583.00,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l9,16 17.61 Cutting chases inbrick masonry walls forfollowing diameter sand cast,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l10,iron/centrifugally cast (spun) ironpipes andmaking good thesame with cement,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l11,concrete 1:3:6 (1cement: 3coarse sand: 6graded stone aggregate 12.5mm,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l12,nominal size) including necessary plaster and painting incement mortar 1:4(1,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l13,cement: 4 coarse sand).,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l16,"17 17.65 Painting sand cast iron/centrifugally cast (spun) iron soil, waste vent pipes and",NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l17,fittings with paint ofanycolour such aschocolate grey orbuffetc.over acoat of,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l19,a) 17.65.1 a) 100mm dia meter pipe Mtr 22.00 28.75 633.00,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l20,b) 17.65.2 b) 75mm dia meter pipe Mtr 17.00 22.00 374.00,NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p219_l23,SCHEDULE ITEMSTOTAL FOR SCHEDULE ITEMS(SOIL WASTE VENT PIPES & FITTINGS),NIELIT_Campus_BOQ,219,text
NIELIT_Campus_BOQ_p220_l3,pressure pipes conforming toIS-15450 U.V. stabilized with carbon black having,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l5,upto 80deg. Cincluding allspecial fittings ofcomposite material (engineering,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l9,Internal work -Exposed on wall,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l10,18.1.2 1620(16mm OD )pipe Mtr 25.00 224.55 5613.75,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l11,18.1.3 2025(16mm OD )pipe Mtr 20.00 277.95 5559.00,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l13,pressure pipes conforming toIS-15450 U.V. stabilized with carbon black having,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l15,upto 80deg. Cincluding allspecial fittings ofcomposite material (engineering,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l20,Concealed installation including cutting chases and making good thewalls,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l22,18.2.1 1216 ( 16mm OD) pipe Mtr 20 297.95 5959.00,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l24,pressure pipes conforming toIS-15450-2004 U.V. stabilized with carbon black,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l26,temperature upto 80deg. Cincluding allspecial fittings ofcomposite material,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l28,"reducers, couplers &connectors etc.with trenching,refilling and testing ofjoints",NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p220_l31,18.3.3 2025 ( 25mm OD) Pipe Mtr 12 261.20 3134.40,NIELIT_Campus_BOQ,220,text
NIELIT_Campus_BOQ_p221_l2,18.3.4 2532 ( 32mm OD) Pipe Mtr 15 336.70 5050.50,NIELIT_Campus_BOQ,221,text
NIELIT_Campus_BOQ_p221_l3,21 18.12 Providing and fixing GIpipes complete with GIfittings including trenching &,NIELIT_Campus_BOQ,221,text
NIELIT_Campus_BOQ_p221_l4,refilling etc.,NIELIT_Campus_BOQ,221,text
NIELIT_Campus_BOQ_p221_l8,"providing & fixing tee, including cutting and threading the pipe etc. complete.",NIELIT_Campus_BOQ,221,text
NIELIT_Campus_BOQ_p222_l3,27 18.41 Providing &fitting sand ofgrading zone Vorcoarser grade alround theGIpipes in,NIELIT_Campus_BOQ,222,text
NIELIT_Campus_BOQ_p222_l5,18.41.3 25mm diameter pipe Mtr 1 56.95 56.95,NIELIT_Campus_BOQ,222,text
NIELIT_Campus_BOQ_p222_l6,28 18.27 Providing &laying S&S centrifugally cast (spun) ironpipes (Class LA)confirming,NIELIT_Campus_BOQ,222,text
NIELIT_Campus_BOQ_p222_l8,18.27.3 100mm dia pipe Mtrs 40.00 1476.70 59068.00,NIELIT_Campus_BOQ,222,text
NIELIT_Campus_BOQ_p222_l19,31 NS Providing and fixing CI cover with frame for RCC UGT / OHT,NIELIT_Campus_BOQ,222,text
NIELIT_Campus_BOQ_p223_l2,32 NS Providing and fixing monoblock centrifugal pumping setwith gun metal impeller,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l3,with totally enclosed fan colled squirrel cage induction motor capable of,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l5,"guage, base plate priming arrangement, withwiring, panel &equipments forwater",NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l6,level controller tostart /stop thepump automatically with protection fordryrun,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l8,33 NS Providing and placing onterrace (atallfloor levels) polyethylene water storage,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l9,tank IS:12701 marked with cover &suitable locking arrangement and making,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l10,"necessary holes forinlet, outlet &overflow pipes butwithout fittings andthebase",NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l11,support for tank.,NIELIT_Campus_BOQ,223,text
NIELIT_Campus_BOQ_p223_l16,D) SEWERAGE (INTERNAL):,NIELIT_Campus_BOQ,223,text
