id,description,description_cleaned,source,page
IITB_COPT_BOQ_p75_l54,"2.37.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 7,023.00 42,138.00",2.37.2 63 dp rccb with 100ma sensitivity 3 number nos 6 7 023.00 42 138.00,IITB_COPT_BOQ,75
IITB_COPT_BOQ_p75_l59,"2.38.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 6 5,897.00 35,382.00",2.38.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 6 5 897.00 35 382.00,IITB_COPT_BOQ,75
IITB_COPT_BOQ_p75_l63,"2.39.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 3 5,897.00 17,691.00",2.39.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,75
IITB_COPT_BOQ_p75_l67,"2.40.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.40.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,75
IITB_COPT_BOQ_p75_l73,"2.41.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 9 7,023.00 63,207.00",2.41.2 63 dp rccb with 100ma sensitivity 3 number nos 9 7 023.00 63 207.00,IITB_COPT_BOQ,75
IITB_COPT_BOQ_p76_l8,"2.43.2 40A, DP RCCB with 100mA sensitivity -3 No. Nos 3 5,897.00 17,691.00",2.43.2 40a dp rccb with 100ma sensitivity 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l12,"2.44.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.44.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l16,"2.45.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 3 5,897.00 17,691.00",2.45.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l19,Fifth Floor DBs-INI-IITB-COPT-EL-PWR-DB-SLD-5F-01/02/03 -,fifth floor dbs ini iitb copt el pwr db sld 5f 01 02 03,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l23,"2.46.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 7,023.00 42,138.00",2.46.2 63 dp rccb with 100ma sensitivity 3 number nos 6 7 023.00 42 138.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l28,"2.47.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 6 5,897.00 35,382.00",2.47.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 6 5 897.00 35 382.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l32,"2.48.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.48.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l36,"2.49.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 3 5,897.00 17,691.00",2.49.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l40,"2.50.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.50.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l45,"2.51.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 7,023.00 42,138.00",2.51.2 63 dp rccb with 100ma sensitivity 3 number nos 6 7 023.00 42 138.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l55,"2.53.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.53.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l59,"2.54.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 3 5,897.00 17,691.00",2.54.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l62,Sixth Floor DBs-INI-IITB-COPT-EL-PWR-DB-SLD-6F-01/02/03,sixth floor dbs ini iitb copt el pwr db sld 6f 01 02 03,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p76_l65,"2.55.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.55.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,76
IITB_COPT_BOQ_p77_l28,"2.62.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 7,023.00 42,138.00",2.62.2 63 dp rccb with 100ma sensitivity 3 number nos 6 7 023.00 42 138.00,IITB_COPT_BOQ,77
IITB_COPT_BOQ_p77_l57,"2.68.2 40A, DP RCCB with 100mA sensitivity as incomer-3 No. Nos 3 5,897.00 17,691.00",2.68.2 40a dp rccb with 100ma sensitivity as incomer 3 number nos 3 5 897.00 17 691.00,IITB_COPT_BOQ,77
IITB_COPT_BOQ_p77_l77,"2.73.2 63 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 7,023.00 21,069.00",2.73.2 63 dp rccb with 100ma sensitivity 3 number nos 3 7 023.00 21 069.00,IITB_COPT_BOQ,77
IITB_COPT_BOQ_p78_l3,"2.74.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.74.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p78_l19,"2.79.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.79.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p78_l38,"2.85.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.85.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p78_l54,"2.90.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.90.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p78_l62,"2.92.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.92.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p78_l73,"2.95.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.95.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,78
IITB_COPT_BOQ_p79_l8,"2.98.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 5,106.00 15,318.00",2.98.2 25 dp rccb with 100ma sensitivity 3 number nos 3 5 106.00 15 318.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l24,"2.102.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 3 6,006.00 18,018.00",2.102.2 25 dp rccb with 100ma sensitivity 3 number nos 3 6 006.00 18 018.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l34,"2.103.2 25 A, DP RCCB with 100mA sensitivity-3 No. Nos 21 5,106.00 1,07,226.00",2.103.2 25 dp rccb with 100ma sensitivity 3 number nos 21 5 106.00 1 07 226.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l45,"2.105.2 40 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 5,897.00 35,382.00",2.105.2 40 dp rccb with 100ma sensitivity 3 number nos 6 5 897.00 35 382.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l51,"2.106.2 40 A, DP RCCB with 100mA sensitivity-3 No. Nos 9 5,897.00 53,073.00",2.106.2 40 dp rccb with 100ma sensitivity 3 number nos 9 5 897.00 53 073.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l56,"2.107.2 40 A, DP RCCB with 100mA sensitivity-3 No. Nos 6 5,897.00 35,382.00",2.107.2 40 dp rccb with 100ma sensitivity 3 number nos 6 5 897.00 35 382.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l64,"2.109 DB-PUMP ROOM-6 way SPN DB Set 1 2,174.00 2,174.00",2.109 db pump room 6 way spn db set 1 2 174.00 2 174.00,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p79_l73,"7098 Part I laid over MS supports, cable racks, trenches, or fixing on walls including clamping",7098 part laid over mild steel supports cable racks trenches or fixing on walls including clamping,IITB_COPT_BOQ,79
IITB_COPT_BOQ_p80_l25,"used for copper cable & Gland Earthing as directed by E.I.C., insulation tape, heavy duty",used for copper cable gland earthing as directed by e.i.c. insulation tape heavy duty,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l50,Supplying and installing following size of perforated painted with,supplying and installing following size of perforated painted with,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l54,"& nuts, painting suspenders etc. as required.",nuts painting suspenders etc. as required.,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l61,3.4UNDER FLOOR RACEWAYS / TRUNKING JUNCTION BOXES,3.4under floor raceways trunking junction boxes,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l62,"Supply and installation of Hot dip galvanised, GI fabricated floor junction boxes as per",supply and installation of hot dip galvanised galvanized iron fabricated floor junction boxes as per,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l65,accessoriesrequired to complte the job. (Thecivil worklike cuttingof the floor toambedded,accessoriesrequired to complte the job. thecivil worklike cuttingof the floor toambedded,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l66,injunctionboxesinthefloor tobe inlcudedintherate).Topcover shallbe madeup from2.5,injunctionboxesinthefloor tobe inlcudedintherate .topcover shallbe madeup from2.5,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p80_l67,mm thick GI steel plate.,millimeter thick galvanized iron steel plate.,IITB_COPT_BOQ,80
IITB_COPT_BOQ_p81_l1,3.5HUME PIPES FOR UNDERGROUND CABLING,3.5hume pipes for underground cabling,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l2,Providing &laying non pressure NP2 class (light duty) RCC pipe with collars jointed with stiff,providing laying non pressure np2 class light duty reinforced cement concrete pipe with collars jointed with stiff,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l3,mixture of cement mortar in the propotion of 1:2 (1 cement: 2fine sand) including testing of,mixture of cement mortar in the propotion of 1 2 1 cement 2fine sand including testing of,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l8,3.6Supplying and Laying of following sizes of under floor Raceways made out of 2mm Pre,3.6supplying and laying of following sizes of under floor raceways made out of 2mm pre,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l9,"Galvanised Steel sheet or Hot dip galvanised including Couplers, Jointing sleeves, floor fixing",galvanised steel sheet or hot dip galvanised including couplers jointing sleeves floor fixing,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l10,"supports, Concealed in floor with chipping and levelling that portion of the floor wherever",supports concealed in floor with chipping and levelling that portion of the floor wherever,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l22,"3.7.1Providing 900 mm(B) x 800 mm(W) X 750 mm(D) manhole complete with 6"" thick brickwall,",3.7.1providing 900 millimeter 800 millimeter 750 millimeter manhole complete with 6 thick brickwall,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l23,"plastering on both sides and providing C.I. hinged cover complete in all respect. Nos. 7 11,398.00 79,786.00",plastering on both sides and providing c.i. hinged cover complete in all respect. number 7 11 398.00 79 786.00,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l24,"3.7.2Providing 900 mm(B) x 800 mm(W) X 1000 mm(D) manhole complete with 6"" thick brickwall,",3.7.2providing 900 millimeter 800 millimeter 1000 millimeter manhole complete with 6 thick brickwall,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l25,"plastering on both sides and providing C.I. hinged cover complete in all respect. Nos. 7 23,726.00 1,66,082.00",plastering on both sides and providing c.i. hinged cover complete in all respect. number 7 23 726.00 1 66 082.00,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l26,"3.7.3Providing 1500 mm(B) x 900 mm(W) X 1350 mm(D) manhole complete with 6"" thick",3.7.3providing 1500 millimeter 900 millimeter 1350 millimeter manhole complete with 6 thick,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l27,"brickwall, plastering on both sides and providing C.I. hinged cover complete in all respect. Nos. 8 29,479.00 2,35,832.00",brickwall plastering on both sides and providing c.i. hinged cover complete in all respect. number 8 29 479.00 2 35 832.00,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l29,"4POINT WIRING IN PVC CONDUIT, ETC.",4point wiring in pvc conduit etc.,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l38,4.1Point wiring in PVC conduit,4.1point wiring in pvc conduit,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l39,"Point wiring for light/ceiing fan/6A/ 16A/ socket outlet /6A outlet for exhaust fan , bell point",point wiring for light ceiing fan 6a 16a socket outlet 6a outlet for exhaust fan bell point,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l41,in 25to 40 mm dia High mechanical stress (MMS) rigid PVC conduit / PVC trunking having ISI,in 25to 40 millimeter diameter high mechanical stress mms rigid pvc conduit pvc trunking having isi,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l43,slab/wall or on 5mm. thick G.I. spacers fixed with no. 10 nettle within the box piece fold,slab wall or on 5mm. thick g.i. spacers fixed with number 10 nettle within the box piece fold,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l44,"wood screws with nylon plug complete with all conduit accessories 20 SWG G.I. Saddles,",wood screws with nylon plug complete with all conduit accessories 20 swg g.i. saddles,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l49,"connectors, painting etc. as per specifications and drawings and as per instructions of E-I-C",connectors painting etc. as per specifications and drawings and as per instructions of,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l58,thickness MS sheet duly painted with red oxide primer & 2 coats of synthetic enamel paint.,thickness mild steel sheet duly painted with red oxide primer 2 coats of synthetic enamel paint.,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l63,9.Themaximum permissible number ofPVCinsulatedwiresthroughPVCconduitsshallbeas,9.themaximum permissible number ofpvcinsulatedwiresthroughpvcconduitsshallbeas,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l66,"11. Wiring from DB to Main Switch, From Main Switch toSwitch Board&ifany Loopingfrom",11. wiring from db to main switch from main switch toswitch board ifany loopingfrom,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l67,Switch board to Switch board shall be part of point wiring .,switch board to switch board shall be part of point wiring,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p81_l69,the endsofexpansion jointasperthe instructionsofEICfor each&everyconduitincludedin,the endsofexpansion jointasperthe instructionsofeicfor each everyconduitincludedin,IITB_COPT_BOQ,81
IITB_COPT_BOQ_p82_l3,4.1.1 Wiring for light point/ fan point/ exhaust fan point/ call bell point with 1.5 sq.mm FRLS PVC,4.1.1 wiring for light point fan point exhaust fan point call bell point with 1.5 sq.millimeter frls pvc,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l4,"insulated copper conductor single core cable in surface / recessed HMS class PVC conduit,",insulated copper conductor single core cable in surface recessed hms class pvc conduit,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l7,4.1.2 Wiring for group controlled (looped) light point/fan point/exhaust fan point/ call bell point,4.1.2 wiring for group controlled looped light point fan point exhaust fan point call bell point,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l10,"recessed HMS class PVC conduit, and earthing the point core cable etc. as required.",recessed hms class pvc conduit and earthing the point core cable etc. as required.,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l12,4.1.3 Wiring for circuit/submain wiring along with earth wire with the following sizes of FRLS PVC,4.1.3 wiring for circuit submain wiring along with earth wire with the following sizes of frls pvc,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l13,"insulated copper conductor, single core copper in surface/recessed PVC conduit as required.",insulated copper conductor single core copper in surface recessed pvc conduit as required.,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l22,conduit along with accessories in surface/recess including,conduit along with accessories in surface recess including,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l23,cutting the wall and making good the same in case of recessed,cutting the wall and making good the same in case of recessed,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l25,"4.1.4.1 25 mm PVC HMS conduit Mtr43980 143.00 62,89,140.00",4.1.4.1 25 millimeter pvc hms conduit mtr43980 143.00 62 89 140.00,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l32,"4.1.5.5 32A 1Ph. INDUSTRIAL Switch-IP 42 wall mounted Nos 14 8,792.00 1,23,088.00",4.1.5.5 32a 1ph. industrial switch ip 42 wall mounted nos 14 8 792.00 1 23 088.00,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l33,"4.1.5.6 32A 1Ph. INDUSTRIAL Socket-IP 42 wall mounted Nos 14 15,640.00 2,18,960.00",4.1.5.6 32a 1ph. industrial socket ip 42 wall mounted nos 14 15 640.00 2 18 960.00,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l51,"4.1.7 Supplying and fixing 63 A, 415 V, TPN Industrial type socket outlet,wall mounted with",4.1.7 supplying and fixing 63 415 tpn industrial type socket outlet wall mounted with,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l53,"top alongwith 63 A, “C” curve, TPN, MCB, in sheet steel enclosure, on surface or in recess,",top alongwith 63 curve tpn mcb in sheet steel enclosure on surface or in recess,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l56,"4.1.8 Supplying and fixing 20 A, 240 V, SPN Industrial type socket outlet, wall mounted with",4.1.8 supplying and fixing 20 240 spn industrial type socket outlet wall mounted with,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l58,"top alongwith 20A,“C”curve,SP,MCB,in sheetsteelenclosure,on surface or in recess,with",top alongwith 20a curve sp mcb in sheetsteelenclosure on surface or in recess with,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l61,"4.1.9 Supplying and fixing 32 A, 415 V, TPN Industrial type socket outlet, wall mounted with",4.1.9 supplying and fixing 32 415 tpn industrial type socket outlet wall mounted with,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l63,"top alongwith 32 A, “C” curve, TPN, MCB, in sheet steel enclosure, on surface or in recess,",top alongwith 32 curve tpn mcb in sheet steel enclosure on surface or in recess,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l66,"4.1.10 Supplying and fixing 63 A, 415 V, TPN Industrial type socket outlet,wall mounted with",4.1.10 supplying and fixing 63 415 tpn industrial type socket outlet wall mounted with,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l71,"4.1.11 Supplying and fixing 40 A, 100mARCBO TPN,415V,alongwith insheet steelenclosure IP42,",4.1.11 supplying and fixing 40 100marcbo tpn 415v alongwith insheet steelenclosure ip42,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p82_l72,"and complete with connections, testing and commissioning, fixing arrangement on wall etc.",and complete with connections testing and commissioning fixing arrangement on wall etc.,IITB_COPT_BOQ,82
IITB_COPT_BOQ_p83_l1,"4.1.12 Supplying and fixing 40 A, 300mARCBO TPN,415V,alongwith insheet steelenclosure IP42,",4.1.12 supplying and fixing 40 300marcbo tpn 415v alongwith insheet steelenclosure ip42,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l4,"4.1.13 Supplying and fixing 40 A, 300mA RCBO TPN, 415 V, alongwith in sheet steel enclosure IP 65,",4.1.13 supplying and fixing 40 300ma rcbo tpn 415 alongwith in sheet steel enclosure ip 65,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l7,"4.1.14 Supplying and fixing 25 A, 100mA RCBO, 415 V,alongwith in sheet steel enclosure IP 42, and",4.1.14 supplying and fixing 25 100ma rcbo 415 alongwith in sheet steel enclosure ip 42 and,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l8,"complete with connections, testing and commissioning fixing arrangement on wall etc. as",complete with connections testing and commissioning fixing arrangement on wall etc. as,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l10,"4.1.15 Supplying and fixing 25 A, 300mA RCBO TPN, 415 V, alongwith in sheet steel enclosure IP 65,",4.1.15 supplying and fixing 25 300ma rcbo tpn 415 alongwith in sheet steel enclosure ip 65,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l13,"4..1.16 Supplying and fixing 63 A, 100mA RCBO TPN, 415 V,alongwith in sheet steel enclosure IP 42,",4..1.16 supplying and fixing 63 100ma rcbo tpn 415 alongwith in sheet steel enclosure ip 42,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l17,"fan with Brush Less Direct Current (BLDC) Motor, class of insulation: B, 3 nos. blades, 30 cm",fan with brush less direct current bldc motor class of insulation 3 number blades 30 centimeter,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l23,"insulation resistance more than 2 mega ohm, suitable for 230 V, 50 Hz, single phase AC",insulation resistance more than 2 mega ohm suitable for 230 50 hz single phase asbestos cement,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l25,"4.1.18 Supply, installation, testing of Exhaust Fan, single phase complete with blades, motor, scope",4.1.18 supply installation testing of exhaust fan single phase complete with blades motor scope,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l28,"of 30x30x5mm, 4 corners converged with 2mm thick MS sheet to form suitable circular",of 30x30x5mm 4 corners converged with 2mm thick mild steel sheet to form suitable circular,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l29,"opening with necessary fixing arrangement painting as per specification, drawing and as",opening with necessary fixing arrangement painting as per specification drawing and as,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l34,"pumpsNo. 21 1,915.00 40,215.00",pumpsno. 21 1 915.00 40 215.00,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l35,"TOTAL OF POINT WIRING IN PVC CONDUIT, ETC. 3,53,88,521.00",total of point wiring in pvc conduit etc. 3 53 88 521.00,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l36,"5LIGHT FIXTURES AND FITTINGS, CEILING FANS, EXHAUST FANS, ETC.",5light fixtures and fittings ceiling fans exhaust fans etc.,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l38,"Supply, installation, testing & commissioning of fixtures & fittings, ceiling fans, exhaust fans,",supply installation testing commissioning of fixtures fittings ceiling fans exhaust fans,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l39,"etc. complete with accessories, tube/lamp etc in on surface of slab/beam by 2 nos",etc. complete with accessories tube lamp etc in on surface of slab beam by 2 nos,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l40,"(minimum) of 6 mm anchor fasteners or on wall with 2 nos of wood screws, nylon plug etc.,",minimum of 6 millimeter anchor fasteners or on wall with 2 nos of wood screws nylon plug etc.,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l41,suitable supporting frame fixed with rag bolts grouted on the wall/anchor fastener on the,suitable supporting frame fixed with rag bolts grouted on the wall anchor fastener on the,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l42,beam/on the column & other fixing accessories etc provision & connection with 1.5 sq.mm,beam on the column other fixing accessories etc provision connection with 1.5 sq.millimeter,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p83_l46,1) Sample fixture/fittings/lamps shall be got approved from Department and Architects with,1 sample fixture fittings lamps shall be got approved from department and architects with,IITB_COPT_BOQ,83
IITB_COPT_BOQ_p84_l8,shouldaccommodatedifferent color tiles&alsoaccommodateServiceslike-ACGrill&Smoke,shouldaccommodatedifferent color tiles alsoaccommodateserviceslike acgrill smoke,IITB_COPT_BOQ,84
IITB_COPT_BOQ_p84_l30,accommodate different color tiles & also accommodate Services like-AC Grill & Smoke,accommodate different color tiles also accommodate services like asbestos cement grill smoke,IITB_COPT_BOQ,84
IITB_COPT_BOQ_p85_l4,"Lumen, 6500K CRI>80 with Ra>0, THD <10%, SDCM<5, Beam angle 60-65 Deg Input voltage",lumen 6500k cri 80 with ra 0 thd 10 sdcm 5 beam angle 60 65 deg input voltage,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l23,"125lm/W. Power consumption : 16 to 20W , CRI >80 & luminaire should have beam angle",125lm w. power consumption 16 to 20w cri 80 luminaire should have beam angle,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l37,"point wiring)No. 24 975.00 23,400.00",point wiring number 24 975.00 23 400.00,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l39,"5.166-10 W wall braket light for Electrical Shaft No. 24 975.00 23,400.00",5.166 10 wall braket light for electrical shaft number 24 975.00 23 400.00,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l41,"5.17Terrace Light-Supply, Installation Testing and Commissioning of Compound wall light fitting of",5.17terrace light supply installation testing and commissioning of compound wall light fitting of,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l49,"5.18 Supply, Installation Testing and Commissioning of Compound wall light fitting of 8 to 12W w",5.18 supply installation testing and commissioning of compound wall light fitting of 8 to 12w,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l57,"5.19 Supply, Installation, Commissioning of post top luminaire having symmetrical beam angle",5.19 supply installation commissioning of post top luminaire having symmetrical beam angle,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p85_l71,"TOTAL OF LIGHT FIXTURES AND FITTINGS, CEILING FANS, EXHAUST FANS, ETC. 67,18,737.00",total of light fixtures and fittings ceiling fans exhaust fans etc. 67 18 737.00,IITB_COPT_BOQ,85
IITB_COPT_BOQ_p86_l5,6.2 Providing and fixing G.I. tape 25mm X 5 mm thick on parapet or surface of wall for lightning,6.2 providing and fixing g.i. tape 25mm 5 millimeter thick on parapet or surface of wall for lightning,IITB_COPT_BOQ,86
IITB_COPT_BOQ_p86_l12,"6.7Cross Bonding to HVAC, Pumps etc item on terrace floor-copper wire Nos100 1,139.00 1,13,900.00",6.7cross bonding to hvac pumps etc item on terrace floor copper wire nos100 1 139.00 1 13 900.00,IITB_COPT_BOQ,86
IITB_COPT_BOQ_p86_l25,connecting 50 x 10 mm. G.I. Flat on two sides. A masonry structure shall be constructed to a,connecting 50 10 millimeter. g.i. flat on two sides. masonry structure shall be constructed to,IITB_COPT_BOQ,86
IITB_COPT_BOQ_p86_l26,"depth of 750mm.and with 450 x 450 mm (clear) chamber, and a heavy duty Cast Iron Cover",depth of 750mm.and with 450 450 millimeter clear chamber and heavy duty cast iron cover,IITB_COPT_BOQ,86
IITB_COPT_BOQ_p86_l27,"shallbeusedtocoverthe pit.Excavation ofHardRock,Boring,Drilling,backfilling,removalof",shallbeusedtocoverthe pit.excavation ofhardrock boring drilling backfilling removalof,IITB_COPT_BOQ,86
